   37596.345853472376        1.5050849914550781     
   20004.705009388665        35.564978837966919     
   15557.473716332539        70.631170034408569     
   13544.379976273694        105.99424791336060     
   12356.083203986454        143.22806882858276     
   11539.899863273184        184.13519287109375     
   10883.733380958187        228.43899798393250     
   10219.287717901570        264.47426295280457     
   9898.3577025985887        303.45399403572083     
   9584.9924311706909        340.72827005386353     
   9279.5344801938809        373.30332398414612     
